Dbase,Accession Number,Name,Taxon,Species,Sex,Maturity,Date Admitted,Date_Admit,AdmitYr,AdmitMo, Rescue Location,Suburb,Jurisdiction,Cause of Affliction, Categories,Anatomical,Aetiological,Updated Anatomical, Updated Aetiological,Status,Status Date,Status Date2,StatusYr,StatusMo,,,,
new data,110088,,Reptile - Snake - Marine,Stokes Sea Snake,Female,Adult,2021-10-22,22/10/2021,2021,Oct,Mooloolaba Spit,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Respiratory,Respiratory: Pneumonia - other/unknown,,,DOA,2021-10-22,22/10/2021,2021,OCT,,,,
new data,110293,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-10-20,20/10/2021,2021,Oct,Access 42,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological,CNS/neurological: Neurological - other,,,Euthanised,2021-10-23,23/10/2021,2021,OCT,,,,
new data,110046,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2021-10-16,16/10/2021,2021,Oct,Dicky Beach,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Musculoskeletal,Musculoskeletal: Dental/periodontal disease/injury / Musculoskeletal: Fracture - skull,,,Euthanised,2021-10-16,16/10/2021,2021,OCT,,,,
new data,109895,Ralph,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-10-15,15/10/2021,2021,Oct,Alexandra Headland beach,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-10-26,26/10/2021,2021,OCT,,,,
new data,109894,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-10-15,15/10/2021,2021,Oct,Alex Beach,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,,,,Euthanised,2021-10-15,15/10/2021,2021,OCT,,,,
new data,109982,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2021-10-14,14/10/2021,2021,Oct,access point 71,NINGI,Moreton Bay Regional Council,Beach stranding (not floater),Other,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-10-26,26/10/2021,2021,OCT,,,,
new data,109981,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Subadult,2021-10-14,14/10/2021,2021,Oct,Marcoola Beach,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2021-10-14,14/10/2021,2021,OCT,,,,
new data,109979,Bokarina,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2021-10-14,14/10/2021,2021,Oct,Beach access 238,BOKARINA,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Trauma / Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Septicaemia,,,Euthanised,2021-10-14,14/10/2021,2021,OCT,,,,
new data,109974,Olive,Reptile - Snake - Marine,Turtle Headed Sea Snake,Female,Adult,2021-10-14,14/10/2021,2021,Oct,"Access 214, Pacific Parade",BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Other,,,Unassisted Death,2021-10-15,15/10/2021,2021,OCT,,,,
new data,109906,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-10-12,12/10/2021,2021,Oct,"Woorim Surf Beach, 200m south of tower",WOORIM,Moreton Bay Regional Council,Overt signs of disease,Infection/Disease,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2021-10-19,19/10/2021,2021,OCT,,,,
new data,109832,Cheese,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-10-10,10/10/2021,2021,Oct,Parkyn Pde,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Anaemia - other,,,Euthanised,2021-10-23,23/10/2021,2021,OCT,,,,
new data,109718,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-10-07,7/10/2021,2021,Oct,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-10-07,7/10/2021,2021,OCT,,,,
new data,109530,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2021-10-07,7/10/2021,2021,Oct,Woorim Beach,WOORIM BEACH,Moreton Bay Regional Council,Beach stranding (not floater)  / Boat Strike,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2021-10-07,7/10/2021,2021,OCT,,,,
new data,109576,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-10-02,2/10/2021,2021,Oct,Moore Park Beach,BUNDABERG,Bundaberg Regional Council,Overt signs of disease,Other,Trauma - multi-organ,,,,Euthanised,2021-10-02,2/10/2021,2021,OCT,,,,
new data,109447,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-09-29,29/9/2021,2021,Sep,61 Isaac-Moore Drive,BURNETT HEADS,Bundaberg Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Multi-organ/system failure,,,Euthanised,2021-09-30,30/9/2021,2021,SEP,,,,
new data,109414,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-29,29/9/2021,2021,Sep,Mudjimba Beach,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional / Haematopoietic,Metabolic/nutritional: Emaciation/exhaustion / Haematopoietic: Septicaemia,,,Euthanised,2021-09-30,30/9/2021,2021,SEP,,,,
new data,109386,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-28,28/9/2021,2021,Sep,Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological / Musculoskeletal,Musculoskeletal: Fracture - spine / CNS/neurological: Neurological - trauma,,,Euthanised,2021-09-28,28/9/2021,2021,SEP,,,,
new data,109375,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-28,28/9/2021,2021,Sep,Wurtulla beach,WURTULLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Euthanised,2021-09-28,28/9/2021,2021,SEP,,,,
new data,109374,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-28,28/9/2021,2021,Sep,Wurtulla,WURTULLA,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Unassisted Death,2021-09-28,28/9/2021,2021,SEP,,,,
new data,109186,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-28,28/9/2021,2021,Sep,Currimundi beach,CURRIMUNDI,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-09-28,28/9/2021,2021,SEP,,,,
new data,109172,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-25,25/9/2021,2021,Sep,43 Mooloolah Drive,MINYAMA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-09-25,25/9/2021,2021,SEP,,,,
new data,109163,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-24,24/9/2021,2021,Sep,Warana Beach,WARANA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Trauma - multi-organ,,,,DOA,2021-09-24,24/9/2021,2021,SEP,,,,
new data,109084,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-20,20/9/2021,2021,Sep,"Access 99, Marcoola Beach",MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Urinary tract/kidney,Urinary tract/kidney: Neoplasia - other,,,Euthanised,2021-09-20,20/9/2021,2021,SEP,,,,
new data,109074,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-09-19,19/9/2021,2021,Sep,Cotton Tree beach,COTTON TREE,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT / Skin/feathers/scales,GIT: Gastro-intestinal - other / Skin/feathers/scales: Septicaemia,,,Euthanised,2021-09-19,19/9/2021,2021,SEP,,,,
new data,108796,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-13,13/9/2021,2021,Sep,Mooloolaba beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Euthanised,2021-09-13,13/9/2021,2021,SEP,,,,
new data,108689,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-08,8/9/2021,2021,Sep,Sunshine Beach area,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Endocrine,Endocrine: Neoplasia - other,,,Euthanised,2021-09-08,8/9/2021,2021,SEP,,,,
new data,108622,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-05,5/9/2021,2021,Sep,Woorim Surf Beach,WOORIM,Moreton Bay Regional Council,Beach stranding (not floater),Other,Trauma - multi-organ,Trauma - multi-organ: Neoplasia - other,,,Euthanised,2021-09-05,5/9/2021,2021,SEP,,,,
new data,108846,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-04,4/9/2021,2021,Sep,Buddina Beach,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-09-04,4/9/2021,2021,SEP,,,,
new data,108845,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2021-09-04,4/9/2021,2021,Sep,Maroochydore Beach,MAROOCHYDORE,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological,CNS/neurological: Neurological - trauma,,,Euthanised,2021-09-04,4/9/2021,2021,SEP,,,,
new data,108844,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2021-09-04,4/9/2021,2021,Sep,Mudjimba Beach,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological / Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / CNS/neurological: Neurological - trauma,,,Euthanised,2021-09-04,4/9/2021,2021,SEP,,,,
new data,108834,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-04,4/9/2021,2021,Sep,Beach access 71 Coolum Beach,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,DOA,2021-09-04,4/9/2021,2021,SEP,,,,
new data,108561,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2021-09-03,3/9/2021,2021,Sep,Point Cartwright Area,BUDDINA,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2021-09-17,17/9/2021,2021,SEP,,,,
new data,108558,Rana,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-03,3/9/2021,2021,Sep,Warana beach,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,NAD,NAD: NAD,,,Wildlife Released,2021-09-17,17/9/2021,2021,SEP,,,,
new data,108557,War,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-09-03,3/9/2021,2021,Sep,Warana Area,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / Metabolic/nutritional: Other,,,Euthanised,2021-09-04,4/9/2021,2021,SEP,,,,
new data,108556,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Subadult,2021-09-03,3/9/2021,2021,Sep,0,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Skin/feathers/scales: Emaciation/exhaustion,,,Euthanised,2021-09-03,3/9/2021,2021,SEP,,,,
new data,108555,Bobby,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-03,3/9/2021,2021,Sep,Wurtulla beach,WURTULLA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,NAD,NAD: NAD,,,Wildlife Released,2021-09-17,17/9/2021,2021,SEP,,,,
new data,108552,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-09-02,2/9/2021,2021,Sep,Mudjimba Beach,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2021-09-17,17/9/2021,2021,SEP,,,,
new data,108347,,Reptile - Snake - Marine,Stokes Sea Snake,Female,Adult,2021-09-02,2/9/2021,2021,Sep,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)  / Boat Strike,Trauma,CNS/neurological / Musculoskeletal,CNS/neurological: Neurological - trauma / Musculoskeletal: Soft tissue injury,,,Euthanised,2021-09-02,2/9/2021,2021,SEP,,,,
new data,108346,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-09-02,2/9/2021,2021,Sep,Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Euthanised,2021-09-10,10/9/2021,2021,SEP,,,,
new data,109187,Clancy,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2021-08-28,28/8/2021,2021,Aug,First Avenue near Boyd Street Life Tower,WOORIM BEACH,Moreton Bay Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2021-10-07,7/10/2021,2021,OCT,,,,
new data,108191,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2021-08-20,20/8/2021,2021,Aug,Beach Access 47,PERIGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw / Musculoskeletal: Fracture - ribs,,,Euthanised,2021-08-20,20/8/2021,2021,AUG,,,,
new data,108171,Simon,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-19,19/8/2021,2021,Aug,Beach Access 50,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Respiratory,Respiratory: Pneumonia - other/unknown,,,Wildlife Released,2021-09-02,2/9/2021,2021,SEP,,,,
new data,108180,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-19,19/8/2021,2021,Aug,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2021-08-19,19/8/2021,2021,AUG,,,,
new data,107910,Woorim,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2021-08-16,16/8/2021,2021,Aug,Woorim Beach,WOORIM,Moreton Bay Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales / Haematopoietic,Haematopoietic: Septicaemia / Skin/feathers/scales: Soft tissue injury,,,Wildlife Released,2021-09-02,2/9/2021,2021,SEP,,,,
new data,108126,Ellie,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-16,16/8/2021,2021,Aug,Beach Access 50,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological / Musculoskeletal,CNS/neurological: Neurological - trauma / Musculoskeletal: Soft tissue injury,,,Euthanised,2021-08-19,19/8/2021,2021,AUG,,,,
new data,108109,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-08-16,16/8/2021,2021,Aug,Beach Access 55,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Endocrine,Endocrine: Neoplasia - other,,,Euthanised,2021-08-16,16/8/2021,2021,AUG,,,,
new data,108108,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-08-16,16/8/2021,2021,Aug,Pitta St,PEREGIAN BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Unassisted Death,2021-08-25,25/8/2021,2021,AUG,,,,
new data,107960,Syd,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-08-14,14/8/2021,2021,Aug,Marcus Beach,MARCUS BEACH,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2021-08-14,14/8/2021,2021,AUG,,,,
new data,107903,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2021-08-14,14/8/2021,2021,Aug,Twin Waters Beach,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2021-08-14,14/8/2021,2021,AUG,,,,
new data,107888,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-13,13/8/2021,2021,Aug,Beach Access 226,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Neoplasia - other,,,Euthanised,2021-08-13,13/8/2021,2021,AUG,,,,
new data,107887,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-13,13/8/2021,2021,Aug,Beach Access 92,YAROOMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Neoplasia - other,,,Euthanised,2021-08-13,13/8/2021,2021,AUG,,,,
new data,107886,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2021-08-13,13/8/2021,2021,Aug,Beach Access 105,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Neoplasia - other,,,Euthanised,2021-08-13,13/8/2021,2021,AUG,,,,
new data,107590,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-08-11,11/8/2021,2021,Aug,"Beach Access 54, Osprey Avenue",PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Euthanised,2021-08-19,19/8/2021,2021,AUG,,,,
new data,107277,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-07-15,15/7/2021,2021,Jul,Beach access 112-113,MARCOOLA,Sunshine Coast Regional Council,Other,Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Euthanised,2021-07-15,15/7/2021,2021,JUL,,,,
new data,107159,Leonard,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2021-06-30,30/6/2021,2021,Jun,Peregan Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2021-07-17,17/7/2021,2021,JUL,,,,
new data,106988,Caramel,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2021-06-29,29/6/2021,2021,Jun,Marcus Beach Access 46,MARCUS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2021-07-29,29/7/2021,2021,JUL,,,,
new data,106962,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2021-06-23,23/6/2021,2021,Jun,Sunshine Beach SLSC,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Euthanised,2021-06-23,23/6/2021,2021,JUN,,,,
new data,104505,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Unknown,Adult,2021-03-03,3/3/2021,2021,Mar,Ross Cres near Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal / Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / Musculoskeletal: Soft tissue injury,,,Unassisted Death,2021-03-04,4/3/2021,2021,MAR,,,,
new data,102839,Noodle,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2021-01-14,14/1/2021,2021,Jan,"BA 65, Victory Park",PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Other,,,Wildlife Released,2021-01-19,19/1/2021,2021,JAN,,,,
new data,102814,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2021-01-13,13/1/2021,2021,Jan,BA 72 - Lions Park,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2021-01-14,14/1/2021,2021,JAN,,,,
new data,102334,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Juvenile,2021-01-04,4/1/2021,2021,Jan,"Caloundra SLSC, Tel 0417737041 of Bulcock Beach, ",BULCOCK BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)  / Natural predation,Trauma,Ocular,Ocular: Eye injury,,,Euthanised,2021-01-04,4/1/2021,2021,JAN,,,,
new data,102255,Salty Sal,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-12-24,24/12/2020,2020,Dec,228 Beach Access,BUDDINA,Sunshine Coast Regional Council,Dog Attack,Trauma  Infection/Disease,Skin/feathers/scales  Metabolic/nutritional  Haematopoietic,Metabolic/nutritional: Emaciation/exhaustion  Haematopoietic: Septicaemia  Skin/feathers/scales: Soft tissue injury,,,Euthanised,2020-12-24,24/12/2020,2020,Dec,,,,
